Store,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent
Chennai,22639,16200,8,48,0.73,6.31,0.052383315,In Store Credit Card Signup Discount; ID161.5956,No
Chennai,19658,16200,12,50,0.99,10.89,0.076526052,Halloween In Store Credit Card Signup Discount; ID70.7333,No
Chennai,23426,16200,22,56,0.3,12.74,0.052383315,In Store Credit Card Signup Discount; ID58.9709,No
Chennai,29243,16200,14,68,0.48,9.37,0.076526052,Halloween In Store Credit Card Signup Discount; ID101.7641,No
Chennai,26259,16200,24,79,0.62,14.6,0.052383315,In Store Credit Card Signup Discount; ID21.0428,No
Chennai,27115,16200,16,104,1.16,9.97,0.076526052,Halloween In Store Credit Card Signup Discount; ID86.4358,No
Chennai,28917,16200,18,148,0.76,15.2,0.052383315,In Store Credit Card Signup Discount; ID193.1042,No
Chennai,22721,16200,10,79,1,9.62,0.074882972,Halloween In Store Credit Card Signup Discount; ID123.1814,No
Chennai,28384,16200,15,91,0.57,12.82,0.047613858,In Store Credit Card Signup Discount; ID184.46,No
Chennai,21424,16200,7,39,0.55,12.92,0.074882972,Halloween In Store Credit Card Signup Discount; ID78.4256,No
Chennai,20775,16200,11,44,0.55,7.07,0.047613858,In Store Credit Card Signup Discount; ID203.9154,No
Chennai,23192,16200,6,41,0.35,7.41,0.074882972,Halloween In Store Credit Card Signup Discount; ID136.9267,No
Chennai,21344,16200,10,54,0.48,9.19,0.047613858,In Store Credit Card Signup Discount; ID47.7087,No
Chennai,26660,16200,8,53,0.16,8.54,0.074882972,Halloween In Store Credit Card Signup Discount; ID6.0732,No
Chennai,25566,16200,11,61,0.19,7.66,0.047613858,In Store Credit Card Signup Discount; ID76.9084,No
Chennai,27474,16200,13,55,0.97,9.19,0.074882972,Halloween In Store Credit Card Signup Discount; ID220.8835,No
Chennai,29372,16200,19,58,0.29,6.5,0.047613858,In Store Credit Card Signup Discount; ID198.409,No
Chennai,30688,16200,22,89,0.93,14.68,0.074882972,Halloween In Store Credit Card Signup Discount; ID46.537,No
Chennai,28963,16200,21,74,0.77,8.06,0.047613858,In Store Credit Card Signup Discount; ID148.6645,No
Chennai,32556,16200,10,113,0.77,9.79,0.074882972,Halloween In Store Credit Card Signup Discount; ID183.1199,No
Chennai,26662,16200,16,91,0.24,10.86,0.047613858,In Store Credit Card Signup Discount; ID200.0452,No
Chennai,28291,16200,7,81,0.77,10.11,0.067345632,Halloween In Store Credit Card Signup Discount; ID141.4594,No
Chennai,26689,16200,19,66,0.3,8.89,0.046630313,In Store Credit Card Signup Discount; ID162.0394,No
Chennai,23299,16200,9,57,0.17,10.67,0.067345632,Halloween In Store Credit Card Signup Discount; ID26.4212,No
Chennai,25562,16200,10,41,0.41,10.18,0.046630313,In Store Credit Card Signup Discount; ID39.7967,No
Chennai,22962,16200,7,57,0.57,7.45,0.067345632,Halloween In Store Credit Card Signup Discount; ID24.5665,No
Chennai,25876,16200,9,48,0.2,5.86,0.046630313,In Store Credit Card Signup Discount; ID243.0758,No
Chennai,23196,16200,7,50,0.67,6.92,0.067345632,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID16.723,No
Chennai,26121,16200,9,59,0.2,6.47,0.046630313,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.7592,No
Chennai,25370,16200,17,38,0.44,7.01,0.067345632,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID75.2471,No
Chennai,25412,16200,11,51,0.77,6.71,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz ID5.9006,No
Chennai,33805,16200,8,52,0.67,8.18,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz ID85.4353,No
Chennai,27231,16200,17,55,0.33,8.27,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz ID31.707,No
Chennai,27527,16200,13,60,0.75,14.03,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz ID52.2499,No
Chennai,20290,16200,17,66,0.91,11.12,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz ID19.522,No
Chennai,30611,16200,14,77,0.62,13.07,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID69.9041,No
Chennai,31148,16200,27,97,0.78,15.1,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID98.3352,No
Chennai,41711,16200,14,143,0.83,9.46,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID59.5461,No
Chennai,47706,16200,26,173,1.11,20,0.04431034,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID65.0255,No
Chennai,36192,16200,10,107,0.9,11.1,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID0.0448,No
Chennai,33776,16200,21,127,0.67,14.99,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID27.6364,No
Chennai,31022,16200,7,60,0.95,9.28,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID179.9986,No
Chennai,34244,16200,14,86,0.46,8.87,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID22.0351,No
Chennai,37186,16200,12,52,0.53,16.51,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID189.0703,No
Chennai,29944,16200,12,89,0.63,14.8,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID198.0523,No
Chennai,28762,16200,11,53,0.92,12.91,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID34.0992,No
Chennai,34802,16200,14,97,0.46,14.2,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID111.9691,No
Chennai,31206,16200,12,64,0.44,11.02,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID165.2415,No
Chennai,37123,16200,9,142,0.1,15.22,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID97.9764,No
Chennai,35584,16200,17,82,1.05,12.75,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID207.8983,No
Chennai,91319,16200,38,652,1.82,15.93,0.062555498,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID129.1367,No
Chennai,41777,16200,16,175,1.32,16.29,0.055951882,In Store Credit Card Signup Discount; Christmas Email Campaign ID2.2448,No
Chennai,43586,16200,20,178,0.89,16.44,0.062555498,In Store Credit Card Signup Discount; Christmas Email Campaign ID102.3516,No
Chennai,42930,16200,27,122,1.02,12.57,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID120.9147,No
Chennai,36764,16200,21,134,1.52,17.54,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID86.175,No
Chennai,39854,16200,12,67,0.74,14.83,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID163.1759,No
Chennai,29838,16200,9,53,0.45,14.59,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID112.6918,No
Chennai,37595,16200,9,65,0.65,14.1,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID37.6516,No
Chennai,30975,16200,12,50,0.44,10.69,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID41.4879,No
Chennai,44359,16200,19,134,0.86,24.17,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID18.5072,No
Chennai,34153,16200,9,58,0.61,11.27,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID246.3047,No
Chennai,55018,16200,33,301,0.42,19.71,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID124.004,No
Chennai,34076,16200,18,58,1.31,10.43,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID195.9829,No
Chennai,86645,16200,54,627,1.7,21.79,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID46.6711,No
Chennai,37420,16200,24,74,0.89,15.91,0.063571718,In Store Credit Card Signup Discount; Christmas Email Campaign ID42.0512,No
Chennai,52707,16200,15,203,1.5,24.58,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID98.284,No
Chennai,40925,16200,17,84,0.73,11.24,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID12.4874,No
Chennai,52904,16200,20,114,1.97,15.41,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID49.0171,No
Chennai,38832,16200,23,108,0.88,19.28,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID145.3224,No
Chennai,55445,16200,29,240,2.63,28.1,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID14.8934,No
Chennai,44332,16200,16,217,1.16,18.92,0.074430254,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID91.778,No
Chennai,48078,16200,10,176,1.98,24.25,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID122.4561,No
Chennai,41037,16200,12,176,1.71,18.79,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID117.0104,No
Chennai,37306,16200,11,109,1.1,20.03,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID26.7281,No
Chennai,30831,16200,10,126,1,18.2,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID186.869,No
Chennai,39052,16200,9,109,0.91,17.19,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID18.7783,No
Chennai,43317,16200,11,122,0.67,14.85,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID210.9551,No
Chennai,42018,16200,13,146,0.78,19.07,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID73.1774,No
Chennai,41482,16200,10,159,1.13,19.62,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID97.9348,No
Chennai,41822,16200,15,131,1.29,18.73,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID179.1171,No
Chennai,45707,16200,19,159,1.39,17.06,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID194.6545,No
Chennai,55724,16200,12,185,1.6,19.15,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID64.0143,No
Chennai,43837,16200,23,192,1.05,18.84,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID228.2486,No
Chennai,55390,16200,19,267,2.34,23.87,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID56.6341,No
Chennai,54655,16200,19,285,1.53,20.72,0.080407881,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID227.6977,No
Chennai,59702,16200,17,278,2.4,22.01,0.048752148,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID184.1537,No
Chennai,44882,16200,19,285,1.54,18.04,0.09208429,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID157.1698,No
Chennai,47764,16200,10,248,1.39,19.49,0.048752148,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID120.3085,No
Chennai,37996,16200,11,132,0.55,22.17,0.09208429,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID124.8182,No
Chennai,50232,16200,10,123,1.07,22.02,0.048752148,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID203.6792,No
Chennai,0,16200,0,0,0,0,0,None ID1.2,No
Chennai,0,16200,0,0,0,0,0,None ID1.2,No
Chennai,46582,16200,16,277,1.93,19.42,0.09208429,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID49.6762,No
Chennai,42664,16200,18,248,2.5,17.26,0.048752148,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID227.8337,No
Chennai,37275,16200,15,159,1.68,20.2,0.09208429,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID118.6259,No
Chennai,42438,16200,15,162,2.01,20.11,0.048752148,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID287.6816,No
Chennai,34444,16200,13,163,1.64,12.59,0.09208429,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID115.05,No
Chennai,44792,16200,16,212,2.27,17.39,0.048752148,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID172.1624,No
Chennai,43028,16200,15,186,1.49,13.1,0.09208429,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID35.1179,No
Chennai,32397,16200,14,169,2.43,22.18,0.046642039,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID118.0699,No
Chennai,41945,16200,14,177,1.79,17.87,0.095230417,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID195.8645,No
Chennai,43905,16200,9,202,1.08,15.73,0.046642039,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID346.4205,No
Chennai,46131,16200,10,149,1.17,13.94,0.095230417,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID58.0895,No
Chennai,34261,16200,9,159,1.26,17.29,0.046642039,In Store Credit Card Signup Discount; ID187.728,No
Chennai,20883,16200,8,53,0.45,15.36,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.9163,No
Chennai,23152,16200,11,78,0.57,8.11,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,No
Chennai,19807,16200,8,72,0.68,10.19,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID24.863,No
Chennai,21065,16200,12,104,1.02,8.41,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,No
Chennai,20666,16200,14,75,1.12,10.21,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID19.838,No
Chennai,54915,16200,33,387,1.09,13.5,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,Yes
Chennai,54764,16200,35,455,1.43,11.43,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.5073,Yes
Chennai,46995,16200,30,342,1.01,11.87,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,Yes
Chennai,59104,16200,26,345,1.41,11.53,0.064672417,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.1855,Yes
Chennai,33499,16200,19,264,0.4,10.3,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,Yes
Chennai,37260,16200,17,290,0.69,13.79,0.064672417,In Store Credit Card Signup Discount; Presidents Day Email Blast ID14.1222,Yes
Chennai,19106,16200,11,40,0.51,10.25,0.097278295,In Store Credit Card Signup Discount; ID35.5646,No
Chennai,17574,16200,11,37,0.6,11.4,0.064672417,Feb. In Store Credit Card Signup Discount; ID4.6952,No
Chennai,20390,16200,10,52,0.21,10.77,0.097278295,In Store Credit Card Signup Discount; ID7.4233,No
Chennai,18929,16200,8,45,0.65,12.64,0.064672417,Feb. In Store Credit Card Signup Discount; ID24.7204,No
Chennai,17741,16200,9,42,0.2,13.45,0.097278295,In Store Credit Card Signup Discount; ID34.6491,No
Chennai,17711,16200,10,38,0.2,9.44,0.064672417,Feb. In Store Credit Card Signup Discount; ID24.4139,No
Chennai,22252,16200,15,56,0.63,12.67,0.097278295,In Store Credit Card Signup Discount; ID1.4791,No
Chennai,16981,16200,20,53,0.54,9.91,0.064672417,Feb. In Store Credit Card Signup Discount; ID11.1753,No
Chennai,19412,16200,15,101,0.85,10.08,0.097278295,In Store Credit Card Signup Discount; ID42.0301,No
Chennai,23983,16200,15,92,0.29,10.36,0.064672417,Feb. In Store Credit Card Signup Discount; ID0.1717,No
Chennai,22686,16200,11,68,0.51,8.18,0.095962363,In Store Credit Card Signup Discount; ID16.9832,No
Chennai,18270,16200,9,65,0.37,7.56,0.060196641,Feb. In Store Credit Card Signup Discount; ID2.6623,No
Chennai,16367,16200,8,36,0.23,8.75,0.095962363,In Store Credit Card Signup Discount; ID46.2649,No
Chennai,16806,16200,12,40,0.12,7.47,0.060196641,Feb. In Store Credit Card Signup Discount; ID48.0583,No
Chennai,18431,16200,6,40,0.57,11.35,0.095962363,In Store Credit Card Signup Discount; ID33.3657,No
Chennai,18251,16200,6,37,0.16,7.83,0.060196641,Feb. In Store Credit Card Signup Discount; ID9.2267,No
Chennai,19247,16200,8,42,0.22,11.02,0.095962363,In Store Credit Card Signup Discount; ID2.2497,No
Chennai,22913,16200,9,40,0.24,8.2,0.060196641,Feb. In Store Credit Card Signup Discount; ID43.1332,No
Chennai,17430,16200,10,38,0.18,7.72,0.095962363,In Store Credit Card Signup Discount; ID19.913,No
Chennai,21205,16200,18,45,0.46,10.86,0.060196641,Feb. In Store Credit Card Signup Discount; ID36.1579,No
Chennai,22184,16200,13,50,0.82,7.09,0.095962363,In Store Credit Card Signup Discount; ID19.7957,No
Chennai,22427,16200,10,45,0.34,8.93,0.049576671,In Store Credit Card Signup Discount; ID3.5684,No
Chennai,21404,16200,9,49,0.56,11.41,0.163077794,March In Store Credit Card Signup Discount; ID8.2559,No
Chennai,23839,16200,16,52,0.59,10.63,0.049576671,In Store Credit Card Signup Discount; ID39.9339,No
Chennai,24284,16200,14,82,0.74,9.15,0.163077794,March In Store Credit Card Signup Discount; ID21.1979,No
Chennai,23506,16200,16,70,0.35,9.3,0.049576671,In Store Credit Card Signup Discount; ID0.8722,No
Chennai,28202,16200,11,122,0.67,11.73,0.163077794,March In Store Credit Card Signup Discount; ID44.7591,No
Chennai,31020,16200,15,125,0.36,13.61,0.049576671,In Store Credit Card Signup Discount; ID0.6805,No
Chennai,24527,16200,9,91,0.72,9.83,0.139567845,March In Store Credit Card Signup Discount; ID45.6944,No
Chennai,22232,16200,13,89,0.99,16.45,0.046666538,In Store Credit Card Signup Discount; ID43.297,No
Chennai,20682,16200,8,54,0.46,8.2,0.139567845,March In Store Credit Card Signup Discount; ID9.1946,No
Chennai,24465,16200,8,55,0.36,6.52,0.046666538,In Store Credit Card Signup Discount; ID35.1091,No
Chennai,20443,16200,7,47,0.45,10.93,0.139567845,March In Store Credit Card Signup Discount; ID52.6521,No
Chennai,23401,16200,6,43,0.58,8.14,0.046666538,In Store Credit Card Signup Discount; ID20.4801,No
Chennai,19098,16200,9,59,0.19,7.33,0.139567845,March In Store Credit Card Signup Discount; ID49.0458,No
Chennai,21825,16200,9,53,0.58,6.44,0.046666538,In Store Credit Card Signup Discount; ID32.4323,No
Chennai,23410,16200,12,56,0.16,9.94,0.139567845,March In Store Credit Card Signup Discount; ID8.0222,No
Chennai,20400,16200,11,59,0.57,7.08,0.046666538,In Store Credit Card Signup Discount; ID55.8489,No
Chennai,23218,16200,17,77,0.47,9.13,0.139567845,March In Store Credit Card Signup Discount; ID48.8863,No
Chennai,24906,16200,16,79,0.5,9.38,0.046666538,In Store Credit Card Signup Discount; ID55.8118,No
Chennai,30423,16200,14,120,1.12,9.6,0.139567845,March In Store Credit Card Signup Discount; ID55.796,No
Chennai,33593,16200,16,107,0.69,6.76,0.046666538,In Store Credit Card Signup Discount; ID10.4329,No
Chennai,19459,16200,13,87,0.57,11.28,0.120437591,March In Store Credit Card Signup Discount; ID22.2764,No
Chennai,24409,16200,10,82,0.98,6.6,0.035235434,In Store Credit Card Signup Discount; ID25.4522,No
Chennai,19496,16200,6,49,0.47,8.74,0.120437591,March In Store Credit Card Signup Discount; ID53.0488,No
Chennai,23962,16200,8,65,0.39,8.34,0.035235434,In Store Credit Card Signup Discount; ID22.6572,No
Chennai,22528,16200,7,59,0.52,11.85,0.120437591,In Store Credit Card Signup Discount; ID65.6348,No
Chennai,19562,16200,6,60,0.35,9.34,0.035235434,In Store Credit Card Signup Discount; ID68.2947,No
Chennai,16754,16200,9,61,0.35,9.22,0.120437591,In Store Credit Card Signup Discount; ID45.3694,No
Chennai,25077,16200,8,64,0.62,8.13,0.035235434,In Store Credit Card Signup Discount; ID77.6169,No
Chennai,19981,16200,13,70,0.67,10.72,0.120437591,In Store Credit Card Signup Discount; ID13.2466,No
Chennai,22572,16200,13,69,0.97,6.73,0.035235434,In Store Credit Card Signup Discount; ID31.2638,No
Chennai,32994,16200,15,89,1.26,14.74,0.120437591,In Store Credit Card Signup Discount; ID47.08,No
Chennai,33135,16200,18,96,0.5,7.95,0.035235434,In Store Credit Card Signup Discount; ID54.4405,No
Chennai,29428,16200,15,127,1.15,13.02,0.120437591,In Store Credit Card Signup Discount; Spring Product Email ID16.0152,No
Chennai,27085,16200,11,121,0.9,7.79,0.035235434,In Store Credit Card Signup Discount; Spring Product Email ID11.7708,No
Chennai,24934,16200,12,89,0.27,15.28,0.112389342,In Store Credit Card Signup Discount; Spring Product Email ID72.4191,No
Chennai,18703,16200,5,0,0.4,6.53,0.030184014,In Store Credit Card Signup Discount; Spring Product Email ID33.1932,No
Chennai,25562,16200,6,64,0.2,7.25,0.112389342,In Store Credit Card Signup Discount; Spring Product Email ID11.4576,No
Chennai,27001,16200,15,111,1.17,9.15,0.038190223,In Store Credit Card Signup Discount; Spring Product Email ID0.7109,No
Chennai,25350,16200,14,92,0.77,10.2,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID33.6328,No
Chennai,21287,16200,10,87,0.71,9.96,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID9.648,No
Chennai,24232,16200,7,61,0.76,7.1,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID2.5352,No
Chennai,19453,16200,7,35,0.45,8.71,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID54.2025,No
Chennai,26138,16200,6,73,0.31,7.68,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID56.2473,No
Chennai,21128,16200,12,40,0.5,7.57,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID6.6353,No
Chennai,23066,16200,8,68,0.19,9.94,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID57.8815,No
Chennai,20289,16200,9,47,0.26,8.52,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID58.9322,No
Chennai,23289,16200,10,84,0.81,7.99,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID26.6804,No
Chennai,20682,16200,16,45,0.51,11.66,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID35.3558,No
Chennai,38732,16200,15,128,0.9,14.09,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID22.6901,No
Chennai,24918,16200,15,67,0.89,10.61,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID15.5263,No
Chennai,28135,16200,18,150,1.19,17.06,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID32.9019,No
Chennai,25752,16200,13,104,0.96,10.33,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID73.9225,No
Chennai,19863,16200,6,0,0.18,,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID24.917,No
Chennai,24601,16200,12,75,0.73,12.11,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID6.8323,No
Chennai,24437,16200,8,65,0.78,16.67,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID83.8914,No
Chennai,21573,16200,8,42,0.42,10.2,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID30.5166,No
Chennai,23110,16200,8,65,0.32,8.64,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID66.3099,No
Chennai,24047,16200,7,47,0.51,7.13,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID28.3475,No
Chennai,23342,16200,8,61,0.59,9.23,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID4.926,No
Chennai,22781,16200,7,44,0.36,9.4,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID53.8921,No
Chennai,23616,16200,17,81,0.33,10.59,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID67.0264,No
Chennai,24312,16200,9,49,0.26,10.7,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID52.403,No
Chennai,21252,16200,14,87,0.53,7.42,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID18.6676,No
Chennai,25354,16200,13,70,0.96,9.11,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID66.8268,No
Chennai,30623,16200,13,135,0.98,8.47,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID56.7051,No
Chennai,25438,16200,12,118,0.73,6.91,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID5.7472,No
Chennai,25924,16200,14,87,0.45,8.79,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID69.7799,No
Chennai,21448,16200,9,77,0.64,8,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID39.664,No
Chennai,23416,16200,8,54,0.46,7.28,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID11.8425,No
Chennai,24719,16200,6,49,0.61,10.69,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID20.1465,No
Chennai,24860,16200,8,42,0.51,8.55,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID73.3275,No
Chennai,21096,16200,6,44,0.76,7.83,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID92.3927,No
Chennai,21791,16200,8,58,0.17,7.2,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID31.1792,No
Chennai,18613,16200,8,34,0.3,9.4,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID22.8232,No
Chennai,23228,16200,8,53,0.2,8.48,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID39.1421,No
Chennai,24587,16200,7,40,0.51,8.33,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID50.2579,No
Chennai,24393,16200,10,54,0.13,12.7,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID68.1567,No
Chennai,24674,16200,9,52,0.69,8.83,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID45.5609,No
Chennai,23942,16200,11,70,0.79,10.49,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID51.7327,No
Chennai,24183,16200,11,62,0.38,7.55,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2695,No
Chennai,31575,16200,12,83,0.83,10.85,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2191,No
Chennai,29068,16200,13,93,0.45,8.78,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID76.1944,No
Chennai,25309,16200,13,117,0.76,10.68,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID33.468,No
Chennai,31474,16200,12,120,0.79,5.87,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID25.4125,No
Chennai,26421,16200,13,93,0.82,10.09,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID89.1782,No
Chennai,25056,16200,11,89,0.66,6.88,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID41.8871,No
